id,instnm,st_fips,region,ccbasic,ccsizset,adm_rate,pplus_pct_low,pplus_pct_high,plus_debt_all_md,c150_4,c100_4,trans_4,c150_4_black,c150_4_hisp,c150_4_nhpi,c150_4_aian,c150_4_pell,ugds_black,ugds_hisp,ugds_aian,ugds_nhpi,ugds,ind_comp_orig_yr4_rt,lo_inc_comp_orig_yr4_rt,firstgen_comp_orig_yr4_rt,comp_orig_yr4_rt,wdraw_orig_yr3_rt,ind_wdraw_orig_yr3_rt,lo_inc_wdraw_orig_yr3_rt,firstgen_wdraw_orig_yr3_rt,cuml_debt_p10,cuml_debt_p25,cuml_debt_p75,cuml_debt_p90,npt41_pub,npt42_pub,npt43_pub,npt44_pub,npt45_pub,npt41_priv,npt42_priv,npt43_priv,npt44_priv,npt45_priv,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10
1645,Episcopal Theological Seminary of the Southwest,48,6,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Hallmark University,48,6,22,6,0.5609,5,10,10161,0.4602,0.5667,0,0.4,0.4057,0,0.5,0.4494,0.1244,0.4656,0.0024,0.0071,844,0.625407166124,0.635245901639,0.60119047619,0.62441314554,0.268698060942,0.263940520446,0.281407035176,0.26821192053,3234,7177.5,21016,32766,,,,,,10585,10013,10626,13030,14529,7500,19392,63099,72500
1647,Hardin-Simmons University,48,6,17,11,0.9459,10,15,20215,0.5158,0.4039,0.4209,0.619,0.4203,0,0.5,0.4173,0.1186,0.2413,0.0082,0.0027,1459,0.478873239437,0.433070866142,0.453608247423,0.487119437939,0.171428571429,0.246575342466,0.276119402985,0.209059233449,3500,5500,27000,37500,,,,,,18935,19856,20632,24408,28192,9900,33589,72150,80700
1648,Houston Baptist University,48,6,18,10,0.8487,5,10,19191,0.4393,0.307,0.4081,0.3068,0.4734,0,0.5,0.3867,0.2283,0.3682,0.0022,0.0022,2773,0.431034482759,0.367346938776,0.371937639198,0.405271828666,0.164005805515,0.191489361702,0.194139194139,0.190661478599,3250,5500,24976,31250,,,,,,17354,16783,18058,21738,23717,9700,33573,74519,85900
1649,University of Houston-Clear Lake,48,6,17,12,0.9119,0,5,14122,0.5307,0.2939,0.3026,0.6667,0.4487,,1,0.4923,0.0679,0.4753,0.0012,0.0004,6747,0.53611738149,0.548919949174,0.561691113028,0.563282336579,0.142662116041,0.154639175258,0.152334152334,0.149042464613,3000,5647,23418,32591,11555,13226,15046,20243,24301,,,,,,13900,40566,76724,94100
1650,University of Houston-Downtown,48,6,18,12,0.9484,0,5,10232,0.3025,0.1013,0.3949,0.2903,0.3092,,,0.3235,0.1823,0.5288,0.0012,0.0004,13515,0.548133595285,0.482972136223,0.484704868591,0.484329446064,0.164927633793,0.150988615938,0.172976121142,0.168117088608,3250,6233,25340,37446,12285,12640,13533,19625,20494,,,,,,11100,32605,72805,82000
1651,University of Houston-Victoria,48,6,18,13,0.5335,0,5,10042,0.2175,0.0807,0.3614,0.1644,0.2518,,1,0.246,0.1289,0.4553,0.0007,0.0014,2956,0.485458612975,0.386877828054,0.404099560761,0.409535452323,0.202209944751,0.199561403509,0.230607966457,0.191374663073,3500,5500,22763,31348,8593,8188,11613,13932,16984,,,,,,10800,34915,71195,71200
1652,University of Houston,48,6,15,15,0.6552,0,5,17332,0.6204,0.38,0.087,0.5427,0.5819,0.7778,0.6364,0.6042,0.1082,0.3707,0.001,0.0007,37553,0.495691839838,0.512857977791,0.517191719172,0.524561869357,0.141468406242,0.154865002547,0.145496535797,0.143255004352,3500,6000,24038,33500,11449,11306,12937,18371,21657,,,,,,13600,38358,88258,100000
1653,Howard Payne University,48,6,22,8,0.5926,10,20,12699,0.35,0.2357,0.3714,0.1613,0.3492,1,,0.2857,0.1045,0.2839,0.0052,0.0052,775,0.26,0.268518518519,0.285171102662,0.30659025788,0.204359673025,0.272727272727,0.265486725664,0.21686746988,2750,5500,23500,33000,,,,,,18582,21037,21440,26660,27938,8400,31702,69328,68900
1654,Huston-Tillotson University,48,6,22,10,0.5003,10,15,12316,0.331,0.2,0,0.3465,0.2571,,,0.3,0.6384,0.2798,0.001,0.002,990,,,,,0.367816091954,0.3,0.372340425532,0.372483221477,4750,6500,31000,43531.5,,,,,,9712,10742,12099,13415,10194,9100,22018,57091,55400
1655,University of the Incarnate Word,48,6,17,12,0.9422,5,15,20871,0.576,0.3848,0.277,0.5957,0.5649,1,0.6667,0.5208,0.0695,0.643,0.0045,0.0034,4689,0.43137254902,0.440310077519,0.459549624687,0.473684210526,0.187730968219,0.226734348562,0.176938369781,0.185185185185,4750,9029,31000,42056,,,,,,17859,19500,22029,24204,26230,12600,32706,75456,85300
1656,Jarvis Christian University,48,6,22,7,,5,15,9000,0.3665,0.272,0,0.4237,0.1957,0.5,,0.3287,0.7476,0.1771,0.0098,0,717,0.222222222222,0.174050632911,0.203608247423,0.213186813187,0.423940149626,0.47191011236,0.482394366197,0.454285714286,3500,5500,24651,40207,,,,,,10873,11301,10149,14404,16384,4100,16208,45521,49600
1657,Lamar University,48,6,17,13,0.8806,0,5,10713,0.3867,0.1748,0.3375,0.2619,0.4008,0.5,0.375,0.2975,0.2766,0.2274,0.0038,0.0004,7881,0.374240583232,0.255467196819,0.287694013304,0.301061007958,0.221593382673,0.205780346821,0.25612244898,0.22528363047,2750,5500,25000,39000,12526,10221,13300,16921,17901,,,,,,9400,27210,67869,89300
1658,Texas A & M International University,48,6,18,12,0.5438,0,5,10000,0.486,0.2586,0.2056,0.3333,0.4811,,,0.4669,0.0063,0.9203,0.0005,0,6352,0.583333333333,0.499465240642,0.497326203209,0.507264687303,0.181286549708,0.228758169935,0.195542046606,0.189227498228,2250,4500,18250,26621,3927,3727,4668,8808,11620,,,,,,14400,28436,62191,72500
1659,LeTourneau University,48,6,19,10,0.5419,0,10,20550,0.6374,0.5421,0,0.4545,0.5,,,0.6154,0.0702,0.0604,0.0062,0.0012,1623,0.353191489362,0.386363636364,0.410423452769,0.482617586912,0.209255533199,0.281512605042,0.290909090909,0.229850746269,4000,7959,31000,41959,,,,,,18831,19456,22550,26303,28085,15600,38631,86744,104300
1660,Lubbock Christian University,48,6,19,10,0.9518,10,15,12732,0.4291,0.3236,0.2945,0.1667,0.2927,0.5,0.75,0.2842,0.0455,0.2125,0.011,0.0024,1275,0.624161073826,0.470588235294,0.516129032258,0.523702031603,0.183445190157,0.123188405797,0.205673758865,0.206081081081,4640,7313,27000,37500,,,,,,22562,21208,24049,24850,25618,8300,31154,69417,76300
1661,University of Mary Hardin-Baylor,48,6,17,14,0.9934,20,30,22524,0.5255,0.389,0,0.3727,0.5,0,0.25,0.4299,0.136,0.2424,0.0047,0.0016,3176,0.569444444444,0.396923076923,0.478454680535,0.504158004158,0.143497757848,0.165048543689,0.202657807309,0.170033670034,3750,6250,29000,37500,,,,,,27949,27725,27819,30428,33727,11600,33675,75389,76400
1662,McMurry University,48,6,22,8,0.7835,10,15,16700,0.3098,0.202,0.4848,0.2333,0.3333,,0.5,0.2841,0.1641,0.3381,0.0063,0.0027,1115,0.457142857143,0.299363057325,0.307432432432,0.339622641509,0.181818181818,0.189873417722,0.256198347107,0.192452830189,2750,5500,27000,38500,,,,,,17377,17944,23548,27115,28091,10000,30759,66472,75400
1663,Midwestern State University,48,6,18,13,0.946,5,15,14873,0.4659,0.2354,0.2695,0.3333,0.4089,,0.5,0.3815,0.1538,0.2341,0.0054,0.0019,4832,0.520107238606,0.425806451613,0.440414507772,0.454330708661,0.192495921697,0.183246073298,0.23382045929,0.202558635394,3500,5500,25000,33750,7220,9055,11010,14116,16026,,,,,,10600,35980,76426,73100
1664,University of North Texas,48,6,15,15,0.8142,10,15,19876,0.6018,0.4003,0.2058,0.5941,0.6016,0.25,0.4,0.5708,0.1457,0.2731,0.0025,0.0009,32590,0.573502722323,0.533713877988,0.5340663656,0.548013245033,0.160701655114,0.177287066246,0.176555195973,0.170410848006,3500,6250,25000,33335,4728,4714,12648,16597,19587,,,,,,11700,35186,75726,79500
1665,Oblate School of Theology,48,6,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Our Lady of the Lake University,48,6,17,10,0.6578,10,15,12301,0.3497,0.232,0,0.2333,0.3898,,0,0.3043,0.0547,0.7912,0,0,1188,0.5625,0.379746835443,0.397530864198,0.404612159329,0.166666666667,0.15873015873,0.21359223301,0.168253968254,4750,7500,27500,38250,,,,,,15814,17577,19939,20302,21270,13100,28789,61247,69200
1667,The University of Texas Rio Grande Valley,48,6,16,15,0.939,0,5,8290,0.5114,0.2468,0.1707,0.8235,0.5059,0,,0.4883,0.0038,0.9363,0.0005,0.0003,26402,0.578680203046,0.507649991405,0.502764612954,0.504240642316,0.201366982124,0.18675721562,0.212563095906,0.207389263115,2015,3500,14347.5,22355,4055,5068,7248,11013,12967,,,,,,11500,28600,63253,77700
1668,Paul Quinn College,48,6,22,8,0.8738,5,10,6610,0.2289,0.1084,0,0.1933,0.3256,,,0.1429,0.7656,0.1719,0,0,384,,,,,0.301724137931,0.339622641509,0.307692307692,,1857,3500,15986.5,32000,,,,,,3807,4214,9085,10575,11242,4900,23019,53459,53500
1669,Prairie View A & M University,48,6,16,14,0.77,10,15,14671,0.416,0.1465,0.2726,0.4212,0.4,0,0,0.3866,0.858,0.0793,0.002,0.0006,8444,0.444444444444,0.285051067781,0.313414634146,0.325853202431,0.24063032368,0.262798634812,0.269010629599,0.250715512307,3500,6246,31000,43000,11643,13307,17165,21004,21194,,,,,,7200,24955,62593,71600
1670,Rice University,48,6,15,14,0.0948,0,5,30000,0.9234,0.8696,0,0.8226,0.9055,1,0.6667,0.9149,0.0795,0.1557,0.0005,0.0009,4240,,,0.84328358209,0.902777777778,0.035294117647,,,,3114,5784,18000,26763,,,,,,5578,5959,6320,18315,46926,25700,57121,142236,161600
1671,Saint Edward's University,48,6,18,14,0.9217,5,15,24684,0.6579,0.5534,0.2503,0.6538,0.6667,1,0.5,0.6546,0.0335,0.5106,0.0031,0.0007,2867,0.560283687943,0.59765625,0.57358490566,0.603636363636,0.14253647587,0.152671755725,0.1393728223,0.161178509532,5500,9910,27500,37500,,,,,,15364,18935,19839,24912,30771,10000,37213,83279,89500
1672,Sam Houston State University,48,6,16,15,0.9658,10,15,16728,0.5728,0.3552,0.2363,0.499,0.5938,0,0.6364,0.5595,0.1704,0.2638,0.0068,0.0014,18288,0.589834515366,0.517688679245,0.543106131341,0.55229226361,0.14262966333,0.134819532909,0.15641173088,0.145132743363,3750,6693,26000,35750,11499,12258,15116,20803,22296,,,,,,11900,35102,70516,78900
1673,Schreiner University,48,6,20,11,0.8378,5,15,18199,0.4533,0.4221,0,0.3333,0.3966,,,0.3305,0.0383,0.3681,0.0052,0.0021,967,0.594202898551,0.463917525773,0.43621399177,0.441176470588,0.167613636364,0.258064516129,0.248,0.180076628352,3250,5500,25000,34000,,,,,,23670,25004,25715,26290,29690,10000,28087,65557,69100
1674,St. Mary's University,48,6,18,14,0.8846,5,10,17161,0.5925,0.4686,0,0.4091,0.5959,0,1,0.5509,0.0264,0.6649,0.0034,0.001,2083,0.433962264151,0.481981981982,0.497512437811,0.532347504621,0.152293577982,0.21568627451,0.175609756098,0.179292929293,4750,9146,31000,44302,,,,,,14918,15327,18475,18519,21033,17900,37609,79450,85300
1675,South Texas College of Law Houston,48,6,31,18,,,,20706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Southern Methodist University,48,6,16,17,0.5313,5,10,34926,0.8241,0.7489,0.1241,0.7692,0.771,1,0.6667,0.775,0.0482,0.1365,0.0025,0.0004,6894,0.5,0.544871794872,0.578512396694,0.605263157895,0.097841726619,0.177419354839,0.125683060109,0.119205298013,5500,8250,26000,31000,,,,,,32478,31208,31744,35728,47278,14900,47760,115319,126200
1677,Southwestern Assemblies of God University,48,6,20,11,0.8541,5,15,17600,0.4259,0.404,0.2926,0.129,0.3175,0,0.75,0.3786,0.1375,0.2274,0.0395,0.0048,1469,0.34,0.294117647059,0.343680709534,0.35225375626,0.279146141215,0.371727748691,0.338709677419,0.297235023041,2750,5500,26500,39500,,,,,,20652,21321,22707,24472,25132,6200,23408,57640,63500
1678,Southwestern University,48,6,21,11,0.5104,15,20,34834,0.7354,0.6825,0.2033,0.4286,0.7303,,,0.6762,0.0493,0.2633,0.002,0,1500,,0.72602739726,0.701298701299,0.731884057971,0.065217391304,,,,5500,12000,28000,38650,,,,,,19315,18872,22406,25349,33253,13200,40705,89285,96300
1679,Stephen F Austin State University,48,6,18,16,0.8313,15,20,14000,0.5292,0.3527,0.3085,0.4683,0.5207,,0.5,0.4531,0.1348,0.2084,0.0056,0.0006,9515,0.562637362637,0.443298969072,0.50101010101,0.51572327044,0.14707977208,0.176855895197,0.183383991895,0.15710723192,4158,6682,28500,40500,11244,12046,14735,19626,23009,,,,,,12000,31757,65933,74100
1680,Texas State University,48,6,16,15,0.6999,10,20,17400,0.5696,0.3267,0,0.4939,0.5482,0.5,0.4286,0.5069,0.096,0.415,0.0023,0.0012,33175,0.612517580872,0.528372409106,0.512266254932,0.52769824474,0.154377590755,0.157711095604,0.169294037012,0.159889254196,3500,5679,24994,32193,12920,13352,15869,21667,23423,,,,,,13500,36083,77970,82200
1681,Southwestern Adventist University,48,6,22,7,0.5751,5,10,12400,0.4545,0.2603,0.3831,0.3889,0.4524,0.3333,0,0.1837,0.121,0.434,0.0037,0.0061,818,0.379310344828,0.394230769231,0.391608391608,0.382222222222,0.203045685279,,0.277108433735,0.214285714286,3500,6724,27866,37361,,,,,,14838,16583,15844,21219,21672,9300,26585,68514,79100
1682,Sul Ross State University,48,6,18,10,1,0,5,8840,0.2875,0.1597,0.3546,0.2791,0.293,0,1,0.301,0.048,0.6981,0.0044,0.0006,1603,0.170616113744,0.176470588235,0.209705372617,0.212121212121,0.29003021148,0.230392156863,0.275766016713,0.293260473588,2251,4215,17500,28000,13516,13977,14623,16902,20988,,,,,,11600,27307,59574,70400
1683,Tarleton State University,48,6,16,16,0.5681,5,15,14966,0.4883,0.2971,0.3108,0.3237,0.3961,0.75,0.5,0.4486,0.0699,0.2257,0.0048,0.0007,11666,0.611680327869,0.492201039861,0.521290322581,0.518543046358,0.165693206271,0.147474747475,0.183347350715,0.172043010753,3250,5500,23561,31000,15213,16577,19895,21654,21820,,,,,,12800,32966,69767,78500
1684,University of Texas Southwestern Medical Center,48,6,27,18,,,,37066,,,,,,,,,,,,,,,,,,,,,,4000,4000,8000,8000,,,,,,,,,,,35100,60989,93314,250000
1685,The University of Texas Health Science Center at San Antonio,48,6,27,12,,0,5,16624,,,,,,,,,0.047,0.5553,0.0013,0.0013,787,0.909090909091,0.896551724138,,0.914285714286,0.036923076923,,,,2000,5500,22000,26750,,,,,,,,,,,32400,51766,97243,183900
1686,The University of Texas Medical Branch at Galveston,48,6,27,10,,0,5,18932,,,,,,,,,0.0863,0.2798,0,0.0045,672,0.888157894737,0.883333333333,,0.904605263158,,,,,5500,8000,18722.5,25000,,,,,,,,,,,30200,64420,110146,104900
1687,Texas A & M University-Kingsville,48,6,16,13,0.9287,5,10,12896,0.4347,0.2423,0.2922,0.3034,0.4404,0.5,1,0.4003,0.0467,0.7424,0.0015,0.0008,4755,0.146788990826,0.20874471086,0.227859778598,0.242621694136,0.227154046997,0.236734693878,0.24765729585,0.243373493976,3500,6000,23573,31303,9223,10611,11982,16732,18964,,,,,,9500,30862,68509,81200
1688,Texas A & M University-College Station,48,6,15,15,0.6428,5,10,30000,0.8336,0.5884,0.1278,0.7494,0.7656,0.9167,0.75,0.7586,0.0225,0.2502,0.0021,0.0004,56006,0.760757314974,0.71196948021,0.736597252991,0.764223268325,0.063275261324,0.081818181818,0.082583377448,0.074876383329,3750,7207,24500,30735.5,12460,14642,19741,27330,29384,,,,,,19600,46619,105108,110600
1689,The University of Texas at Arlington,48,6,15,16,0.927,0,5,12948,0.5111,0.2815,0.3081,0.4137,0.5012,0.8,0.3333,0.4949,0.1496,0.3339,0.0023,0.001,32658,0.523611450942,0.46545562835,0.495701058201,0.494045332309,0.143236074271,0.128991330091,0.149014454665,0.146140749149,3250,5500,21500,31000,13217,14011,15440,20232,21260,,,,,,13500,39006,83005,88100
1690,The University of Texas at Austin,48,6,15,15,0.2875,10,15,24244,0.8775,0.6985,0,0.7937,0.8194,0.7,0.625,0.8098,0.0447,0.2718,0.0009,0.0006,40506,0.689486552567,0.727664818238,0.725234270415,0.76721186763,0.068632707775,0.114058355438,0.085951393005,0.079569892473,5000,10000,28250,38141,11559,13365,16738,24528,27650,,,,,,16200,46647,111455,120000
1691,The University of Texas at Dallas,48,6,15,16,0.8721,0,5,20000,0.7169,0.5226,0.1559,0.6509,0.6651,1,0.3333,0.7054,0.0561,0.1795,0.0007,0.0007,21416,0.605600933489,0.629708599858,0.615092548647,0.641025641026,0.11048951049,0.15015641293,0.12258953168,0.120999561596,3500,5500,22750,31000,11986,11683,15388,21899,24487,,,,,,15500,42216,96070,102300
1692,The University of Texas at El Paso,48,6,15,15,0.9998,0,5,10857,0.4539,0.178,0.2088,0.2361,0.4475,0.25,0.5,0.4129,0.0208,0.8721,0.0015,0.0014,20008,0.38675696012,0.335541570056,0.346360527601,0.355888223553,0.211872681117,0.184025058731,0.221592802399,0.217476681394,2625,5000,23000,35500,9158,10106,13024,16100,17651,,,,,,11200,26894,66078,77900
1693,The University of Texas at Tyler,48,6,16,13,0.9388,0,10,15000,0.4217,0.2676,0,0.3077,0.4344,,0.6667,0.364,0.1052,0.2476,0.0044,0.0003,6752,0.584821428571,0.516085790885,0.525547445255,0.531862745098,0.140580535003,0.154744525547,0.16178343949,0.143078112916,3250,5500,21500,30249,6701,8164,11962,17991,18866,,,,,,14800,35408,78935,87400
1694,Texas Chiropractic College Foundation Inc,48,6,26,18,,,,25587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Texas Christian University,48,6,16,17,0.5361,5,10,48156,0.8284,0.7059,0.1422,0.8302,0.782,0.4,0.8182,0.7876,0.0461,0.1598,0.0023,0.0014,10215,0.669064748201,0.675373134328,0.741134751773,0.76990376203,0.057601510859,0.109756097561,0.079136690647,0.068518518519,5500,8750,26500,32000,,,,,,29390,27804,29681,35198,49769,14300,41546,95113,100100
1696,Texas College,48,6,22,8,,0,10,12112,0.1807,0.0482,0,0.1961,0,,,0.1786,0.8878,0.0889,0.0014,0,731,0.2,0.173469387755,0.16621253406,0.196832579186,0.455337690632,0.419642857143,0.466257668712,0.497461928934,2750,5500,26000,38500,,,,,,15466,16092,15470,13643,15314,4500,15336,51200,49700
1697,University of North Texas Health Science Center,48,6,25,18,,,,23852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Texas Lutheran University,48,6,22,11,0.6293,10,15,15178,0.5381,0.3503,0,0.4,0.4963,,1,0.4255,0.0821,0.3979,0.0021,0,1400,0.4,0.330188679245,0.431818181818,0.475675675676,0.121621621622,,0.155555555556,,4335,6500,27250,35500,,,,,,14974,17351,16643,20532,24139,14300,35703,74119,86000
1699,The University of Texas Permian Basin,48,6,18,10,0.6469,0,5,12000,0.4165,0.2537,0.315,0.3182,0.4444,0,0,0.4333,0.0758,0.3389,0.0052,0.0023,3443,0.241071428571,0.187891440501,0.204081632653,0.199633699634,0.327324478178,0.369523809524,0.365296803653,0.333333333333,2100,4150,16670,24309,3450,3836,7596,12724,15519,,,,,,12200,36201,80963,82100
1700,The University of Texas at San Antonio,48,6,15,15,0.905,0,5,13388,0.5095,0.2876,0.2355,0.5551,0.5145,0.625,0.2857,0.4973,0.0829,0.5951,0.0012,0.0016,29151,0.586359610275,0.517884914463,0.490905153746,0.502711323764,0.136561743341,0.113964686998,0.146910221531,0.147078427016,3500,5500,26483,37222,7274,7876,10949,15789,17863,,,,,,14000,36067,77873,81400
1701,Texas Southern University,48,6,16,13,0.6305,15,20,16994,0.2344,0.082,0.3501,0.222,0.2526,0,0.1852,0.2077,0.8379,0.0831,0.0007,0.0007,5726,0.318101933216,0.197333333333,0.203558346415,0.213955443464,0.320375907732,0.322033898305,0.342723004695,0.323264440911,3500,5500,30504,44431,17879,22469,22898,22898,22898,,,,,,6300,18783,56213,72500
1702,Texas Tech University,48,6,15,15,0.6786,0,10,19598,0.6266,0.3813,0.2755,0.589,0.5789,0.25,0.5417,0.5471,0.0603,0.2902,0.0031,0.0006,32414,0.562365591398,0.523406655386,0.531207781681,0.551956098424,0.121753545773,0.140814081408,0.137910447761,0.135277777778,4500,7000,26000,34500,10499,12128,15543,20667,22894,,,,,,14900,40228,90937,96800
1703,Texas Wesleyan University,48,6,17,10,0.5753,5,10,19068,0.263,0.1699,0,0.2286,0.4066,,,0.3058,0.2008,0.3817,0.0055,0.0034,1454,0.513812154696,0.459016393443,0.460957178841,0.458947368421,0.168157423971,0.121212121212,0.169381107492,0.174193548387,3250,5500,25000,34895,,,,,,18773,19190,23271,23588,23024,9600,31999,67159,67900
1704,Texas Woman's University,48,6,17,15,0.957,0,5,12097,0.485,0.235,0,0.332,0.4598,0,0,0.4341,0.1825,0.3422,0.003,0.0007,9035,0.557655954631,0.448510638298,0.484770263294,0.503137254902,0.152200740436,0.139797068771,0.170708050436,0.162118780096,3725,6878,25000,34308,9817,10126,11383,15630,17535,,,,,,12000,33528,72116,83700
1705,Trinity University,48,6,21,11,0.3372,0,5,20430,0.799,0.686,0.1495,0.84,0.7481,,0.75,0.7849,0.0407,0.2184,0.0028,0.0008,2509,,0.68085106383,0.741935483871,0.796666666667,0.089855072464,,,0.105960264901,5500,10500,29875,37925,,,,,,8643,9090,9644,20123,34057,15200,48287,105878,113200
1706,The University of Texas Health Science Center at Houston,48,6,27,12,,0,5,17287,,,,,,,,,0.1533,0.2292,0,0.0029,685,0.872093023256,0.876923076923,,0.872053872054,,,,,5500,8332,21000,25000,,,,,,,,,,,30000,53986,103260,231700
1707,Texas Tech University Health Sciences Center,48,6,27,12,,0,5,17431,,,,,,,,,0.0811,0.2922,0.0143,0,1468,0.61592920354,0.571428571429,0.601286173633,0.616009280742,0.023142509135,,,,4656.5,7000,16000,19342.5,,,,,,,,,,,22900,65413,120683,117300
1708,Wayland Baptist University,48,6,18,10,0.8076,0,5,11441,0.2509,0.1358,0,0.119,0.1975,0,0,0.2391,0.168,0.3581,0.0063,0.0405,2393,0.368338557994,0.302752293578,0.333771353482,0.335774058577,0.258878504673,0.283880171184,0.275247524752,0.267428571429,3166,5500,23664,33221,,,,,,21700,23498,23294,25194,25786,11300,34344,71761,78700
1709,West Texas A & M University,48,6,18,13,0.9704,0,5,12631,0.4566,0.2873,0.3329,0.2651,0.3995,1,0.3333,0.3966,0.0426,0.3346,0.0054,0.0013,7015,0.458410351201,0.377688172043,0.380384360504,0.39245667686,0.198833510074,0.158286778399,0.203007518797,0.204529370134,2805,5500,23250,31000,15126,15960,18740,20354,20586,,,,,,10900,32821,68000,78400
1710,Wiley College,48,6,22,8,,5,10,10594,0.2715,0.1325,0.3907,0.2741,0,0,0.3333,0.2256,0.9113,0.0195,0.003,0.0015,665,0.30985915493,0.231092436975,0.229452054795,0.241791044776,0.417647058824,0.350282485876,0.425824175824,0.424593967517,5440,9500,31190,44442,,,,,,8101,8849,13806,15417,16955,7200,19144,48586,54500
1711,Brigham Young University,49,7,16,15,0.5918,0,5,10532,0.7675,0.2493,0,0.56,0.7079,0.4762,0.375,0.6516,0.0038,0.0744,0.0022,0.0071,31642,0.653545978962,0.620879120879,0.50967413442,0.547360539124,0.154677672956,0.12030075188,0.137635092181,0.170608108108,2750,5018,16435,26683,,,,,,9319,10087,12253,15569,18357,7000,38170,121828,127300
1712,Brigham Young University-Hawaii,15,8,22,11,0.8769,0,5,9316,0.7107,0.3046,0.165,0,0.6774,0.6522,0.6667,0.7093,0.0024,0.0689,0.0028,0.0423,2861,0.163636363636,0.141666666667,0.14979757085,0.151898734177,0.586734693878,0.709677419355,0.646464646465,0.613259668508,1750,2783,11716,16975,,,,,,10492,10415,15623,16699,18524,4600,19249,84793,87300
1713,Utah Tech University,49,7,22,12,,0,5,12000,0.3789,0.1488,0.3577,0.1429,0.3005,0.3846,0.1111,0.2773,0.0223,0.1274,0.0091,0.0119,8796,0.275362318841,0.22914349277,0.213450292398,0.232999472852,0.380909500225,0.342679127726,0.392570281124,0.417079207921,2255,3500,17500,35579,13005,14012,15477,17474,18413,,,,,,5400,21869,69121,76700
1714,Southern Utah University,49,7,18,12,0.8873,0,5,10518,0.5472,0.2942,0,0.3714,0.4949,0.5217,0.2857,0.4501,0.0147,0.0649,0.0102,0.0094,9297,0.465804066543,0.395555555556,0.319387755102,0.348395546824,0.25912183055,0.267015706806,0.267489711934,0.291919191919,2000,3500,14877,23165,8432,8796,12642,14941,15263,,,,,,5700,25679,74075,78600
1715,Utah State University,49,7,15,15,0.9263,0,5,12554,0.5578,0.2936,0,0.3438,0.4423,0.3333,0.28,0.4825,0.0084,0.0604,0.0148,0.0033,20516,0.542647058824,0.495894160584,0.422591362126,0.457947606854,0.252642276423,0.20156555773,0.230516431925,0.2939319537,2500,4000,17125,27500,8962,11008,12882,16427,18485,,,,,,6300,27706,81945,88000
1716,Utah Valley University,49,7,18,15,,0,5,10000,0.3779,0.1479,0.2075,0.1379,0.2337,0.0952,0.0526,0.2846,0.0114,0.1247,0.0049,0.0071,27489,0.353113791979,0.321351100093,0.262746155921,0.292503674669,0.35261707989,0.313300492611,0.346522411128,0.384408602151,2119,3500,19250,36598,7403,8392,9842,12590,13414,,,,,,6800,28872,86314,94600
1717,University of Utah,49,7,15,16,0.9497,0,5,19506,0.672,0.3587,0,0.7667,0.5944,0.24,0.4375,0.5813,0.0138,0.143,0.0041,0.0044,24850,0.571177504394,0.505611672278,0.451522435897,0.474244256348,0.177180196029,0.147172236504,0.166459627329,0.18872651357,3000,5500,23054,34500,9750,11276,11917,15998,17233,,,,,,10400,37946,96463,108700
1718,Weber State University,49,7,18,15,,0,5,8999,0.4058,0.1539,0.2183,0.1034,0.3049,0.0556,0,0.3395,0.0172,0.1301,0.0054,0.0061,15944,0.376383763838,0.310091743119,0.298367346939,0.3257077495,0.319050376375,0.284403669725,0.327342747112,0.352793994996,2000,3990,19000,31991,8214,9103,10665,13092,14045,,,,,,8400,31855,83772,88000
1719,Bennington College,50,1,21,8,0.6692,0,10,24935,0.6776,0.5888,0.2477,0.4,0.7,0,,0.7,0.0313,0.1116,0.0054,0,735,,0.59375,0.704225352113,0.652482269504,0.113821138211,,,,3500,8750,27000,27000,,,,,,22117,16878,22656,27793,47335,5000,25002,70386,55800
1720,Castleton University,50,1,20,11,0.8729,5,15,16438,0.5506,0.422,0.2854,0.4286,0.6667,1,1,0.5484,0.0524,0.0327,0.0037,0.0012,1622,0.555555555556,0.470588235294,0.510928961749,0.512145748988,0.216117216117,,0.216216216216,0.234718826406,3500,6500,26798,31000,12342,16252,18337,21183,21904,,,,,,7500,32030,67327,67300
1721,Champlain College,50,1,18,10,0.6243,5,10,25836,0.6848,0.5905,0,0.6111,0.72,,,0.68,0.0593,0.0826,0.0041,0.0009,3170,0.403381642512,0.517543859649,0.499178981938,0.53121577218,0.176652892562,0.26179245283,0.208,0.202922077922,3769,7500,27800,33050,,,,,,22818,27629,32476,36380,39264,12800,36533,94335,73000
1722,Goddard College,50,1,20,6,1,0,5,15847,0.5,0.4,0,,,,,1,0.1096,0.0685,0.0342,0,146,,0.642857142857,,0.59756097561,0.189189189189,,,,5500,9000,25000,35448,,,,,,26729,,26301,,,4200,20038,72132,61900
